time (fs),deltaI
376.725707,-4.548237389
376.6685061,-3.809543808
376.6113051,-3.545724672
376.5541041,-3.070850227
376.4969032,-2.595975782
376.4397022,-2.121101338
376.3825012,-1.435171584
376.3253002,-1.065824794
376.2680993,-0.854769485
376.2108983,-0.907533312
376.1536973,-0.74924183
376.0964964,-0.854769485
376.0392954,-1.540699238
375.9820944,-2.384920474
375.9248935,-3.440197018
375.8676925,-4.389945907
375.8104915,-4.970348006
375.7532906,-5.392458624
375.6960896,-5.867333069
375.6388886,-5.972860723
375.5816877,-5.603513933
375.5244867,-5.234167142
375.4672857,-4.495473562
375.4100848,-3.96783529
375.3528838,-3.440197018
375.2956828,-2.595975782
375.2384818,-1.804518374
375.1812809,-1.065824794
375.1240799,-0.802005658
375.0668789,-0.538186522
375.009678,-0.590950349
374.952477,-0.696478003
374.895276,-1.118588621
374.8380751,-1.962809856
374.7808741,-2.965322573
374.7236731,-3.809543808
374.6664722,-4.442709734
374.6092712,-4.970348006
374.5520702,-5.023111834
374.4948693,-5.28693097
374.4376683,-5.28693097
374.3804673,-4.917584179
374.3232664,-4.495473562
374.2660654,-4.020599117
374.2088644,-3.809543808
374.1516634,-3.492960845
374.0944625,-2.807031091
374.0372615,-2.015573683
373.9800605,-1.065824794
373.9228596,-0.696478003
373.8656586,-0.538186522
373.8084576,-0.432658867
373.7512567,-0.590950349
373.6940557,-1.118588621
373.6368547,-1.804518374
373.5796538,-2.701503437
373.5224528,-3.492960845
373.4652518,-3.756779981
373.4080509,-4.126126771
373.3508499,-4.442709734
373.2936489,-4.70652887
373.236448,-4.970348006
373.179247,-4.917584179
373.122046,-4.864820352
373.064845,-4.495473562
373.0076441,-4.442709734
372.9504431,-3.96783529
372.8932421,-3.492960845
372.8360412,-2.543211955
372.7788402,-1.962809856
372.7216392,-1.751754547
372.6644383,-1.593463066
372.6072373,-1.804518374
372.5500363,-1.751754547
372.4928354,-2.06833751
372.4356344,-2.754267264
372.3784334,-3.38743319
372.3212325,-3.809543808
372.2640315,-3.96783529
372.2068305,-4.284418253
372.1496295,-4.284418253
372.0924286,-4.495473562
372.0352276,-4.442709734
371.9780266,-4.073362944
371.9208257,-3.651252326
371.8636247,-3.440197018
371.8064237,-3.070850227
371.7492228,-2.332156646
371.6920218,-1.804518374
371.6348208,-1.013060966
371.5776199,-0.538186522
371.5204189,-0.432658867
371.4632179,-0.485422694
371.406017,-0.643714176
371.348816,-0.960297139
371.291615,-1.69899072
371.2344141,-2.437684301
371.1772131,-3.492960845
371.1200121,-4.33718208
371.0628111,-4.812056525
371.0056102,-5.392458624
370.9484092,-5.972860723
370.8912082,-6.447735168
370.8340073,-6.553262822
370.7768063,-6.447735168
370.7196053,-6.236679859
370.6624044,-5.814569242
370.6052034,-5.339694797
370.5480024,-4.389945907
370.4908015,-3.38743319
370.4336005,-2.121101338
370.3763995,-1.276880102
370.3191986,-0.538186522
370.2619976,-0.168839731
370.2047966,0.042215578
370.1475957,-0.116075904
370.0903947,-0.802005658
370.0331937,-1.646226893
369.9759927,-2.437684301
369.9187918,-3.0180864
369.8615908,-3.598488499
369.8043898,-3.915071462
369.7471889,-4.178890598
369.6899879,-4.33718208
369.6327869,-4.178890598
369.575586,-3.96783529
369.518385,-3.492960845
369.461184,-3.334669363
369.4039831,-2.912558746
369.3467821,-2.332156646
369.2895811,-1.69899072
369.2323802,-0.907533312
369.1751792,-0.485422694
369.1179782,-0.327131213
369.0607773,-0.274367386
369.0035763,-0.274367386
368.9463753,-0.74924183
368.8891743,-1.540699238
368.8319734,-2.384920474
368.7747724,-3.38743319
368.7175714,-4.073362944
368.6603705,-4.495473562
368.6031695,-4.812056525
368.5459685,-5.181403315
368.4887676,-5.445222451
368.4315666,-5.603513933
368.3743656,-5.497986278
368.3171647,-5.234167142
368.2599637,-5.023111834
368.2027627,-4.495473562
368.1455618,-3.756779981
368.0883608,-2.701503437
368.0311598,-1.69899072
367.9739589,-0.907533312
367.9167579,-0.274367386
367.8595569,-0.063312077
367.8023559,-0.063312077
367.745155,-0.432658867
367.687954,-1.224116275
367.630753,-2.121101338
367.5735521,-3.070850227
367.5163511,-3.756779981
367.4591501,-4.442709734
367.4019492,-5.023111834
367.3447482,-5.709041587
367.2875472,-6.342207514
367.2303463,-6.342207514
367.1731453,-6.289443686
367.1159443,-6.236679859
367.0587434,-5.920096896
367.0015424,-5.392458624
366.9443414,-4.70652887
366.8871405,-3.756779981
366.8299395,-2.859794918
366.7727385,-2.332156646
366.7155375,-1.910046029
366.6583366,-1.751754547
366.6011356,-1.751754547
366.5439346,-1.910046029
366.4867337,-2.437684301
366.4295327,-2.912558746
366.3723317,-3.651252326
366.3151308,-3.862307635
366.2579298,-4.442709734
366.2007288,-4.812056525
366.1435279,-5.392458624
366.0863269,-5.445222451
366.0291259,-5.234167142
365.971925,-5.128639488
365.914724,-4.548237389
365.857523,-4.126126771
365.800322,-3.334669363
365.7431211,-2.226628992
365.6859201,-1.065824794
365.6287191,-0.063312077
365.5715182,0.306034714
365.5143172,0.728145331
365.4571162,0.622617677
365.3999153,0.728145331
365.3427143,0.306034714
365.2855133,-0.327131213
365.2283124,-1.065824794
365.1711114,-1.593463066
365.1139104,-2.173865165
365.0567095,-2.595975782
364.9995085,-3.0180864
364.9423075,-3.545724672
364.8851066,-3.704016154
364.8279056,-3.651252326
364.7707046,-3.440197018
364.7135036,-3.38743319
364.6563027,-3.334669363
364.5991017,-2.859794918
364.5419007,-2.595975782
364.4846998,-1.962809856
364.4274988,-1.593463066
364.3702978,-1.435171584
364.3130969,-1.224116275
364.2558959,-1.065824794
364.1986949,-0.960297139
364.141494,-1.382407757
364.084293,-1.804518374
364.027092,-2.490448128
363.9698911,-2.859794918
363.9126901,-3.176377882
363.8554891,-3.545724672
363.7982882,-4.020599117
363.7410872,-4.759292698
363.6838862,-5.023111834
363.6266852,-5.445222451
363.5694843,-5.550750106
363.5122833,-5.65627776
363.4550823,-5.761805414
363.3978814,-5.339694797
363.3406804,-4.70652887
363.2834794,-3.915071462
363.2262785,-3.492960845
363.1690775,-2.912558746
363.1118765,-2.595975782
363.0546756,-2.332156646
362.9974746,-1.910046029
362.9402736,-2.332156646
362.8830727,-2.595975782
362.8258717,-2.859794918
362.7686707,-2.965322573
362.7114698,-3.38743319
362.6542688,-3.598488499
362.5970678,-3.862307635
362.5398668,-4.601001216
362.4826659,-4.548237389
362.4254649,-4.70652887
362.3682639,-4.495473562
362.311063,-4.601001216
362.253862,-4.284418253
362.196661,-4.073362944
362.1394601,-3.756779981
362.0822591,-3.123614054
362.0250581,-3.070850227
361.9678572,-2.543211955
361.9106562,-2.173865165
361.8534552,-1.487935411
361.7962543,-1.171352448
361.7390533,-1.118588621
361.6818523,-1.435171584
361.6246514,-2.121101338
361.5674504,-2.384920474
361.5102494,-3.123614054
361.4530484,-3.651252326
361.3958475,-4.495473562
361.3386465,-4.812056525
361.2814455,-5.075875661
361.2242446,-5.128639488
361.1670436,-4.970348006
361.1098426,-5.023111834
361.0526417,-4.653765043
360.9954407,-4.073362944
360.9382397,-3.38743319
360.8810388,-2.64873961
360.8238378,-2.121101338
360.7666368,-1.593463066
360.7094359,-1.118588621
360.6522349,-0.485422694
360.5950339,-0.274367386
360.537833,-0.274367386
360.480632,-0.590950349
360.423431,-1.013060966
360.36623,-1.382407757
360.3090291,-2.015573683
360.2518281,-2.807031091
360.1946271,-3.809543808
360.1374262,-4.495473562
360.0802252,-4.864820352
360.0230242,-5.023111834
359.9658233,-5.023111834
359.9086223,-4.970348006
359.8514213,-4.548237389
359.7942204,-3.96783529
359.7370194,-3.229141709
359.6798184,-2.490448128
359.6226175,-2.226628992
359.5654165,-1.751754547
359.5082155,-1.487935411
359.4510145,-0.854769485
359.3938136,-0.802005658
359.3366126,-0.907533312
359.2794116,-1.224116275
359.2222107,-1.751754547
359.1650097,-2.121101338
359.1078087,-2.64873961
359.0506078,-3.38743319
358.9934068,-4.389945907
358.9362058,-4.917584179
358.8790049,-5.339694797
358.8218039,-5.603513933
358.7646029,-5.603513933
358.707402,-5.761805414
358.650201,-5.550750106
358.593,-5.181403315
358.5357991,-4.389945907
358.4785981,-4.020599117
358.4213971,-3.598488499
358.3641961,-2.965322573
358.3069952,-2.64873961
358.2497942,-2.06833751
358.1925932,-2.015573683
358.1353923,-2.226628992
358.0781913,-2.543211955
358.0209903,-2.595975782
357.9637894,-2.754267264
357.9065884,-3.123614054
357.8493874,-3.492960845
357.7921865,-4.389945907
357.7349855,-4.70652887
357.6777845,-4.864820352
357.6205836,-4.970348006
357.5633826,-5.128639488
357.5061816,-5.181403315
357.4489807,-4.864820352
357.3917797,-4.548237389
357.3345787,-3.862307635
357.2773777,-3.651252326
357.2201768,-3.492960845
357.1629758,-3.281905536
357.1057748,-3.123614054
357.0485739,-2.807031091
356.9913729,-2.701503437
356.9341719,-2.701503437
356.876971,-2.965322573
356.81977,-2.754267264
356.762569,-2.701503437
356.7053681,-2.859794918
356.6481671,-3.281905536
356.5909661,-3.862307635
356.5337652,-4.33718208
356.4765642,-4.601001216
356.4193632,-4.70652887
356.3621623,-5.023111834
356.3049613,-4.970348006
356.2477603,-4.442709734
356.1905593,-3.915071462
356.1333584,-3.281905536
356.0761574,-3.0180864
356.0189564,-2.595975782
355.9617555,-2.384920474
355.9045545,-1.962809856
355.8473535,-1.487935411
355.7901526,-1.435171584
355.7329516,-1.32964393
355.6757506,-1.487935411
355.6185497,-1.276880102
355.5613487,-1.487935411
355.5041477,-1.804518374
355.4469468,-2.490448128
355.3897458,-3.38743319
355.3325448,-3.598488499
355.2753439,-3.96783529
355.2181429,-4.126126771
355.1609419,-4.601001216
355.1037409,-4.601001216
355.04654,-4.442709734
354.989339,-3.96783529
354.932138,-3.545724672
354.8749371,-3.545724672
354.8177361,-3.334669363
354.7605351,-3.229141709
354.7033342,-2.701503437
354.6461332,-2.384920474
354.5889322,-2.279392819
354.5317313,-2.06833751
354.4745303,-2.06833751
354.4173293,-1.69899072
354.3601284,-1.69899072
354.3029274,-1.69899072
354.2457264,-2.279392819
354.1885255,-2.64873961
354.1313245,-2.807031091
354.0741235,-3.38743319
354.0169225,-3.598488499
353.9597216,-4.126126771
353.9025206,-4.126126771
353.8453196,-4.073362944
353.7881187,-3.440197018
353.7309177,-3.176377882
353.6737167,-2.859794918
353.6165158,-2.437684301
353.5593148,-2.226628992
353.5021138,-1.540699238
353.4449129,-1.593463066
353.3877119,-1.646226893
353.3305109,-2.015573683
353.27331,-2.015573683
353.216109,-2.279392819
353.158908,-2.64873961
353.101707,-3.123614054
353.0445061,-3.862307635
352.9873051,-4.178890598
352.9301041,-4.284418253
352.8729032,-4.389945907
352.8157022,-4.70652887
352.7585012,-4.970348006
352.7013003,-5.023111834
352.6440993,-5.023111834
352.5868983,-4.495473562
352.5296974,-4.33718208
352.4724964,-4.33718208
352.4152954,-3.96783529
352.3580945,-3.334669363
352.3008935,-2.701503437
352.2436925,-2.384920474
352.1864916,-2.015573683
352.1292906,-2.06833751
352.0720896,-1.857282202
352.0148886,-1.435171584
351.9576877,-1.435171584
351.9004867,-1.69899072
351.8432857,-2.121101338
351.7860848,-2.279392819
351.7288838,-2.64873961
351.6716828,-2.912558746
351.6144819,-3.440197018
351.5572809,-4.126126771
351.5000799,-4.231654426
351.442879,-4.178890598
351.385678,-3.915071462
351.328477,-3.809543808
351.2712761,-3.492960845
351.2140751,-3.229141709
351.1568741,-2.701503437
351.0996732,-2.279392819
351.0424722,-2.226628992
350.9852712,-2.332156646
350.9280702,-2.64873961
350.8708693,-2.437684301
350.8136683,-2.437684301
350.7564673,-2.332156646
350.6992664,-2.332156646
350.6420654,-2.543211955
350.5848644,-2.226628992
350.5276635,-2.332156646
350.4704625,-2.384920474
350.4132615,-3.070850227
350.3560606,-3.492960845
350.2988596,-3.915071462
350.2416586,-4.020599117
350.1844577,-3.96783529
350.1272567,-4.178890598
350.0700557,-4.126126771
350.0128548,-4.020599117
349.9556538,-3.598488499
349.8984528,-3.176377882
349.8412518,-2.807031091
349.7840509,-2.543211955
349.7268499,-2.490448128
349.6696489,-2.015573683
349.612448,-1.804518374
349.555247,-1.69899072
349.498046,-2.06833751
349.4408451,-2.121101338
349.3836441,-2.332156646
349.3264431,-2.384920474
349.2692422,-2.754267264
349.2120412,-3.38743319
349.1548402,-3.809543808
349.0976393,-3.915071462
349.0404383,-3.756779981
348.9832373,-3.651252326
348.9260364,-3.440197018
348.8688354,-3.070850227
348.8116344,-2.543211955
348.7544334,-1.910046029
348.6972325,-1.593463066
348.6400315,-1.646226893
348.5828305,-2.015573683
348.5256296,-2.173865165
348.4684286,-2.226628992
348.4112276,-2.332156646
348.3540267,-2.64873961
348.2968257,-2.965322573
348.2396247,-3.440197018
348.1824238,-3.38743319
348.1252228,-3.440197018
348.0680218,-3.704016154
348.0108209,-4.126126771
347.9536199,-4.389945907
347.8964189,-4.33718208
347.839218,-4.442709734
347.782017,-4.389945907
347.724816,-4.917584179
347.667615,-4.970348006
347.6104141,-4.759292698
347.5532131,-4.33718208
347.4960121,-3.96783529
347.4388112,-3.598488499
347.3816102,-3.070850227
347.3244092,-2.807031091
347.2672083,-2.015573683
347.2100073,-1.857282202
347.1528063,-2.015573683
347.0956054,-2.121101338
347.0384044,-2.384920474
346.9812034,-2.595975782
346.9240025,-3.070850227
346.8668015,-3.756779981
346.8096005,-4.653765043
346.7523995,-4.970348006
346.6951986,-5.023111834
346.6379976,-4.917584179
346.5807966,-4.759292698
346.5235957,-4.548237389
346.4663947,-4.126126771
346.4091937,-3.38743319
346.3519928,-2.384920474
346.2947918,-2.06833751
346.2375908,-1.857282202
346.1803899,-1.804518374
346.1231889,-1.593463066
346.0659879,-1.540699238
346.008787,-1.69899072
345.951586,-2.015573683
345.894385,-2.437684301
345.8371841,-2.595975782
345.7799831,-2.595975782
345.7227821,-2.912558746
345.6655811,-3.492960845
345.6083802,-3.915071462
345.5511792,-4.178890598
345.4939782,-4.548237389
345.4367773,-4.70652887
345.3795763,-5.075875661
345.3223753,-5.445222451
345.2651744,-5.339694797
345.2079734,-4.970348006
345.1507724,-4.284418253
345.0935715,-3.862307635
345.0363705,-3.38743319
344.9791695,-2.912558746
344.9219686,-2.121101338
344.8647676,-1.487935411
344.8075666,-1.540699238
344.7503657,-1.646226893
344.6931647,-1.857282202
344.6359637,-2.06833751
344.5787627,-2.121101338
344.5215618,-2.332156646
344.4643608,-2.754267264
344.4071598,-3.229141709
344.3499589,-3.070850227
344.2927579,-3.123614054
344.2355569,-2.912558746
344.178356,-2.965322573
344.121155,-2.807031091
344.063954,-2.701503437
344.0067531,-2.332156646
343.9495521,-2.015573683
343.8923511,-2.279392819
343.8351502,-2.279392819
343.7779492,-2.490448128
343.7207482,-2.173865165
343.6635473,-2.173865165
343.6063463,-2.173865165
343.5491453,-2.332156646
343.4919443,-2.437684301
343.4347434,-2.226628992
343.3775424,-2.279392819
343.3203414,-2.332156646
343.2631405,-2.912558746
343.2059395,-3.070850227
343.1487385,-3.229141709
343.0915376,-3.334669363
343.0343366,-3.545724672
342.9771356,-4.33718208
342.9199347,-4.548237389
342.8627337,-4.759292698
342.8055327,-4.389945907
342.7483318,-4.231654426
342.6911308,-4.126126771
342.6339298,-3.915071462
342.5767289,-3.492960845
342.5195279,-2.595975782
342.4623269,-2.384920474
342.4051259,-2.121101338
342.347925,-2.64873961
342.290724,-2.807031091
342.233523,-3.281905536
342.1763221,-3.598488499
342.1191211,-4.178890598
342.0619201,-5.128639488
342.0047192,-5.28693097
341.9475182,-5.445222451
341.8903172,-5.234167142
341.8331163,-5.392458624
341.7759153,-5.339694797
341.7187143,-5.28693097
341.6615134,-5.128639488
341.6043124,-4.601001216
341.5471114,-4.548237389
341.4899105,-4.442709734
341.4327095,-4.284418253
341.3755085,-3.756779981
341.3183075,-3.176377882
341.2611066,-2.807031091
341.2039056,-2.384920474
341.1467046,-2.332156646
341.0895037,-2.121101338
341.0323027,-1.857282202
340.9751017,-1.646226893
340.9179008,-1.857282202
340.8606998,-2.279392819
340.8034988,-2.437684301
340.7462979,-2.595975782
340.6890969,-2.64873961
340.6318959,-3.123614054
340.574695,-3.598488499
340.517494,-3.704016154
340.460293,-3.809543808
340.403092,-3.651252326
340.3458911,-3.598488499
340.2886901,-3.440197018
340.2314891,-3.176377882
340.1742882,-2.437684301
340.1170872,-1.646226893
340.0598862,-1.171352448
340.0026853,-1.013060966
339.9454843,-0.960297139
339.8882833,-0.960297139
339.8310824,-1.065824794
339.7738814,-1.224116275
339.7166804,-1.857282202
339.6594795,-2.332156646
339.6022785,-2.595975782
339.5450775,-2.543211955
339.4878766,-2.595975782
339.4306756,-2.754267264
339.3734746,-2.965322573
339.3162736,-3.123614054
339.2590727,-3.123614054
339.2018717,-3.123614054
339.1446707,-3.598488499
339.0874698,-4.073362944
339.0302688,-4.33718208
338.9730678,-4.073362944
338.9158669,-3.756779981
338.8586659,-3.440197018
338.8014649,-3.334669363
338.744264,-3.0180864
338.687063,-2.543211955
338.629862,-2.332156646
338.5726611,-2.437684301
338.5154601,-2.965322573
338.4582591,-3.334669363
338.4010582,-3.809543808
338.3438572,-4.126126771
338.2866562,-4.442709734
338.2294552,-5.28693097
338.1722543,-5.867333069
338.1150533,-6.236679859
338.0578523,-6.289443686
338.0006514,-6.394971341
337.9434504,-6.500498995
337.8862494,-6.394971341
337.8290485,-6.078388378
337.7718475,-5.28693097
337.7146465,-4.495473562
337.6574456,-4.020599117
337.6002446,-3.440197018
337.5430436,-3.070850227
337.4858427,-2.64873961
337.4286417,-2.595975782
337.3714407,-2.595975782
337.3142398,-3.0180864
337.2570388,-3.229141709
337.1998378,-3.123614054
337.1426368,-3.123614054
337.0854359,-3.0180864
337.0282349,-3.229141709
336.9710339,-3.281905536
336.913833,-3.334669363
336.856632,-3.229141709
336.799431,-3.281905536
336.7422301,-3.545724672
336.6850291,-3.756779981
336.6278281,-3.704016154
336.5706272,-3.281905536
336.5134262,-2.859794918
336.4562252,-2.332156646
336.3990243,-2.173865165
336.3418233,-1.646226893
336.2846223,-0.854769485
336.2274214,-0.274367386
336.1702204,-0.01054825
336.1130194,-0.116075904
336.0558184,-0.168839731
335.9986175,-0.327131213
335.9414165,-0.854769485
335.8842155,-1.382407757
335.8270146,-2.437684301
335.7698136,-2.965322573
335.7126126,-3.229141709
335.6554117,-3.176377882
335.5982107,-3.334669363
335.5410097,-3.229141709
335.4838088,-2.912558746
335.4266078,-2.490448128
335.3694068,-1.382407757
335.3122059,-0.907533312
335.2550049,-0.538186522
335.1978039,-0.37989504
335.140603,-0.168839731
335.083402,-0.063312077
335.026201,-0.37989504
334.969,-0.696478003
334.9117991,-1.382407757
334.8545981,-1.804518374
334.7973971,-2.015573683
334.7401962,-2.543211955
334.6829952,-3.440197018
334.6257942,-4.126126771
334.5685933,-4.70652887
334.5113923,-5.234167142
334.4541913,-5.234167142
334.3969904,-5.709041587
334.3397894,-6.289443686
334.2825884,-6.60602665
334.2253875,-6.658790477
334.1681865,-6.342207514
334.1109855,-6.394971341
334.0537845,-5.972860723
333.9965836,-5.65627776
333.9393826,-4.653765043
333.8821816,-3.598488499
333.8249807,-2.807031091
333.7677797,-2.226628992
333.7105787,-1.751754547
333.6533778,-1.435171584
333.5961768,-1.540699238
333.5389758,-1.751754547
333.4817749,-2.701503437
333.4245739,-3.651252326
333.3673729,-4.231654426
333.310172,-4.759292698
333.252971,-5.234167142
333.19577,-5.972860723
333.1385691,-6.183916032
333.0813681,-6.131152205
333.0241671,-5.603513933
332.9669661,-4.864820352
332.9097652,-4.389945907
332.8525642,-3.809543808
332.7953632,-3.176377882
332.7381623,-2.173865165
332.6809613,-1.435171584
332.6237603,-0.696478003
332.5665594,-0.37989504
332.5093584,-0.327131213
332.4521574,-0.168839731
332.3949565,-0.116075904
332.3377555,-0.485422694
332.2805545,-1.224116275
332.2233536,-1.910046029
332.1661526,-2.490448128
332.1089516,-2.859794918
332.0517507,-3.38743319
331.9945497,-4.073362944
331.9373487,-4.653765043
331.8801477,-4.970348006
331.8229468,-4.759292698
331.7657458,-4.759292698
331.7085448,-4.759292698
331.6513439,-4.495473562
331.5941429,-4.073362944
331.5369419,-3.070850227
331.479741,-1.962809856
331.42254,-1.224116275
331.365339,-0.907533312
331.3081381,-0.432658867
331.2509371,-0.37989504
331.1937361,-0.74924183
331.1365352,-1.593463066
331.0793342,-3.0180864
331.0221332,-4.284418253
330.9649323,-5.392458624
330.9077313,-5.920096896
330.8505303,-6.658790477
330.7933293,-6.97537344
330.7361284,-7.028137267
330.6789274,-6.711554304
330.6217264,-5.761805414
330.5645255,-5.128639488
330.5073245,-4.548237389
330.4501235,-4.178890598
330.3929226,-3.38743319
330.3357216,-2.543211955
330.2785206,-1.910046029
330.2213197,-1.32964393
330.1641187,-1.118588621
330.1069177,-0.74924183
330.0497168,-0.485422694
329.9925158,-0.538186522
329.9353148,-1.013060966
329.8781139,-1.751754547
329.8209129,-2.332156646
329.7637119,-2.807031091
329.7065109,-3.0180864
329.64931,-3.492960845
329.592109,-4.020599117
329.534908,-4.389945907
329.4777071,-4.389945907
329.4205061,-4.284418253
329.3633051,-4.126126771
329.3061042,-3.809543808
329.2489032,-3.38743319
329.1917022,-2.543211955
329.1345013,-1.171352448
329.0773003,0.147743232
329.0200993,0.93920064
328.9628984,1.572366566
328.9056974,1.836185702
328.8484964,1.783421875
328.7912955,1.414075085
328.7340945,0.306034714
328.6768935,-1.224116275
328.6196925,-2.279392819
328.5624916,-3.070850227
328.5052906,-3.862307635
328.4480896,-4.601001216
328.3908887,-5.181403315
328.3336877,-5.445222451
328.2764867,-5.392458624
328.2192858,-4.864820352
328.1620848,-4.653765043
328.1048838,-4.284418253
328.0476829,-3.96783529
327.9904819,-3.334669363
327.9332809,-2.701503437
327.87608,-2.279392819
327.818879,-1.910046029
327.761678,-1.857282202
327.704477,-1.435171584
327.6472761,-1.118588621
327.5900751,-1.118588621
327.5328741,-1.487935411
327.4756732,-1.962809856
327.4184722,-2.490448128
327.3612712,-3.176377882
327.3040703,-3.809543808
327.2468693,-4.917584179
327.1896683,-6.02562455
327.1324674,-6.658790477
327.0752664,-6.97537344
327.0180654,-6.922609613
326.9608645,-6.817081958
326.9036635,-6.447735168
326.8464625,-5.65627776
326.7892616,-4.020599117
326.7320606,-2.701503437
326.6748596,-1.646226893
326.6176586,-0.802005658
326.5604577,-0.327131213
326.5032567,0.094979405
326.4460557,-0.168839731
326.3888548,-0.432658867
326.3316538,-1.593463066
326.2744528,-2.64873961
326.2172519,-3.440197018
326.1600509,-4.126126771
326.1028499,-4.812056525
326.045649,-5.867333069
325.988448,-6.342207514
325.931247,-6.711554304
325.8740461,-6.342207514
325.8168451,-6.02562455
325.7596441,-5.709041587
325.7024432,-5.234167142
325.6452422,-4.70652887
325.5880412,-3.756779981
325.5308402,-3.070850227
325.4736393,-2.384920474
325.4164383,-2.015573683
325.3592373,-1.593463066
325.3020364,-1.118588621
325.2448354,-0.854769485
325.1876344,-0.643714176
325.1304335,-1.065824794
325.0732325,-1.276880102
325.0160315,-1.962809856
324.9588306,-2.490448128
324.9016296,-3.440197018
324.8444286,-4.759292698
324.7872277,-5.709041587
324.7300267,-6.394971341
324.6728257,-6.500498995
324.6156248,-6.553262822
324.5584238,-6.131152205
324.5012228,-5.497986278
324.4440218,-4.389945907
324.3868209,-2.807031091
324.3296199,-1.69899072
324.2724189,-0.802005658
324.215218,-0.432658867
324.158017,-0.01054825
324.100816,-0.116075904
324.0436151,-0.37989504
323.9864141,-1.013060966
323.9292131,-2.226628992
323.8720122,-3.229141709
323.8148112,-4.126126771
323.7576102,-4.917584179
323.7004093,-5.867333069
323.6432083,-6.553262822
323.5860073,-6.922609613
323.5288064,-6.922609613
323.4716054,-6.342207514
323.4144044,-6.131152205
323.3572034,-5.550750106
323.3000025,-4.970348006
323.2428015,-3.96783529
323.1856005,-3.281905536
323.1283996,-2.701503437
323.0711986,-2.226628992
323.0139976,-1.962809856
322.9567967,-1.224116275
322.8995957,-0.854769485
322.8423947,-0.274367386
322.7851938,-0.274367386
322.7279928,-0.274367386
322.6707918,-0.432658867
322.6135909,-1.013060966
322.5563899,-1.435171584
322.4991889,-2.859794918
322.441988,-3.96783529
322.384787,-5.023111834
322.327586,-5.445222451
322.270385,-5.709041587
322.2131841,-5.603513933
322.1559831,-5.023111834
322.0987821,-4.389945907
322.0415812,-2.965322573
321.9843802,-1.69899072
321.9271792,-0.538186522
321.8699783,0.042215578
321.8127773,0.56985385
321.7555763,0.93920064
321.6983754,1.044728294
321.6411744,0.886436813
321.5839734,0.094979405
321.5267725,-0.643714176
321.4695715,-1.224116275
321.4123705,-1.962809856
321.3551695,-2.64873961
321.2979686,-3.598488499
321.2407676,-4.178890598
321.1835666,-4.970348006
321.1263657,-5.128639488
321.0691647,-5.339694797
321.0119637,-5.339694797
320.9547628,-5.28693097
320.8975618,-4.970348006
320.8403608,-4.178890598
320.7831599,-3.598488499
320.7259589,-2.807031091
320.6687579,-2.384920474
320.611557,-1.910046029
320.554356,-1.32964393
320.497155,-0.907533312
320.4399541,-0.643714176
320.3827531,-0.960297139
320.3255521,-1.013060966
320.2683511,-1.487935411
320.2111502,-1.857282202
320.1539492,-2.595975782
320.0967482,-3.704016154
320.0395473,-4.70652887
319.9823463,-5.445222451
319.9251453,-5.814569242
319.8679444,-6.131152205
319.8107434,-5.972860723
319.7535424,-5.65627776
319.6963415,-4.759292698
319.6391405,-3.229141709
319.5819395,-1.910046029
319.5247386,-0.907533312
319.4675376,-0.168839731
319.4103366,0.622617677
319.3531357,0.886436813
319.2959347,0.833672986
319.2387337,0.464326195
319.1815327,-0.643714176
319.1243318,-1.593463066
319.0671308,-2.384920474
319.0099298,-3.176377882
318.9527289,-4.073362944
318.8955279,-5.023111834
318.8383269,-5.814569242
318.781126,-6.183916032
318.723925,-6.183916032
318.666724,-6.342207514
318.6095231,-6.500498995
318.5523221,-6.447735168
318.4951211,-5.814569242
318.4379202,-4.917584179
318.3807192,-4.073362944
318.3235182,-3.070850227
318.2663173,-2.121101338
318.2091163,-1.065824794
318.1519153,0.147743232
318.0947143,0.675381504
318.0375134,0.886436813
317.9803124,0.728145331
317.9231114,0.358798541
317.8659105,-0.538186522
317.8087095,-1.435171584
317.7515085,-2.64873961
317.6943076,-4.020599117
317.6371066,-4.917584179
317.5799056,-5.709041587
317.5227047,-6.236679859
317.4655037,-6.60602665
317.4083027,-6.60602665
317.3511018,-6.394971341
317.2939008,-5.497986278
317.2366998,-4.231654426
317.1794989,-3.229141709
317.1222979,-2.332156646
317.0650969,-1.540699238
317.0078959,-0.854769485
316.950695,-0.432658867
316.893494,-0.37989504
316.836293,-0.960297139
316.7790921,-1.804518374
316.7218911,-2.490448128
316.6646901,-3.281905536
316.6074892,-3.809543808
316.5502882,-4.601001216
316.4930872,-5.128639488
316.4358863,-5.339694797
316.3786853,-5.28693097
316.3214843,-4.970348006
316.2642834,-5.128639488
316.2070824,-5.075875661
316.1498814,-5.023111834
316.0926805,-4.601001216
316.0354795,-4.020599117
315.9782785,-3.440197018
315.9210775,-2.595975782
315.8638766,-1.751754547
315.8066756,-0.696478003
315.7494746,0.306034714
315.6922737,0.833672986
315.6350727,0.833672986
315.5778717,0.675381504
315.5206708,0.147743232
315.4634698,-0.643714176
315.4062688,-1.540699238
315.3490679,-2.912558746
315.2918669,-4.126126771
315.2346659,-4.970348006
315.177465,-5.445222451
315.120264,-5.920096896
315.063063,-6.394971341
315.005862,-6.394971341
314.9486611,-6.02562455
314.8914601,-5.181403315
314.8342591,-4.231654426
314.7770582,-3.38743319
314.7198572,-2.701503437
314.6626562,-2.06833751
314.6054553,-1.435171584
